<<<<<<< HEAD
﻿report_id,category,latitude,longitude,timestamp,user_grade,user_weight,ai_confidence,status,extracted_text,final_trust_score,earned_points,earned_contribution
RPT-2026-088,시설물 파손,34.96842412608914,127.47608393407258,2026-03-30 13:48:51.000000,Platinum,3.0,0.0,확정,,3.0,100,10
RPT-2026-089,위험 운전,34.96620125325968,127.48378378472316,2026-03-30 14:34:08.000000,Iron,1.0,0.0,신규,,1.0,0,0
RPT-2026-090,교내 위험물,34.96764694933821,127.4835925294086,2026-03-30 14:40:11.000000,Bronze,1.2,0.0,신규,,1.2,0,0
RPT-2026-091,재난,34.9664118156627,127.48253058627728,2026-03-30 14:05:06.000000,Iron,1.0,0.0,신규,,1.0,0,0
RPT-2026-092,공사 구역,34.968517187981,127.47867942727164,2026-03-30 14:34:02.000000,Gold,2.0,0.0,신규,,2.0,0,0
RPT-2026-093,교내 위험물,34.96858369952375,127.48073166971382,2026-03-30 13:59:45.000000,Gold,2.0,0.0,신규,,2.0,0,0
RPT-2026-094,교내 위험물,34.96836598859063,127.48081899573148,2026-03-30 14:02:38.000000,Iron,1.0,0.0,신규,,1.0,0,0
RPT-2026-095,공사 구역,34.96578517920687,127.48256448120928,2026-03-30 14:18:36.000000,Silver,1.5,0.0,신규,,1.5,0,0
RPT-2026-096,불법 주차,34.968769306264925,127.48053927395712,2026-03-30 14:03:51.000000,Bronze,1.2,0.8817969577067407,확정,,0.0,100,10
RPT-2026-097,위험 운전,34.965863894624285,127.47979446370827,2026-03-30 14:15:49.000000,Bronze,1.2,0.0,신규,,1.2,0,0
RPT-2026-098,위험 운전,34.968981384945124,127.47800110281732,2026-03-30 14:08:43.000000,Platinum,3.0,0.0,확정,,3.0,100,10
RPT-2026-099,시설물 파손,34.96804523905209,127.48293517068622,2026-03-30 14:35:38.000000,Bronze,1.2,0.0,신규,,1.2,0,0
SCN-A-0,시설물 파손,34.968,127.48,2026-03-30 14:41:08.821677,Platinum,3.0,0.0,확정,,9.0,100,10
SCN-A-1,시설물 파손,34.968,127.48,2026-03-30 14:36:08.821677,Platinum,3.0,0.0,확정,,9.0,100,10
SCN-A-2,시설물 파손,34.968,127.48,2026-03-30 14:31:08.821677,Platinum,3.0,0.0,확정,,9.0,100,10
SCN-B-SINGLE,불법 주차,34.969,127.481,2026-03-30 14:41:08.821677,Iron,1.0,0.9137480583798117,확정,193보2803,0.0,100,10
>>>>>>> 89cde61 (fix: App.jsx 클릭 에러 수정중,  전체 프로젝트 업데이트)
